Time,Time Code,Country Name,Country Code,"Population, total",Population growth (annual %),Surface area (sq. km),Poverty headcount ratio at national poverty lines (% of population),"GNI, Atlas method (current US$)","GNI per capita, Atlas method (current US$)","GNI, PPP (current international $)","GNI per capita, PPP (current international $)",Income share held by lowest 20%,"Life expectancy at birth, total (years)","Fertility rate, total (births per woman)","Adolescent fertility rate (births per 1,000 women ages 15-19)","Contraceptive prevalence, any methods (% of women ages 15-49)",Births attended by skilled health staff (% of total),"Mortality rate, under-5 (per 1,000 live births)","Prevalence of underweight, weight for age (% of children under 5)","Immunization, measles (% of children ages 12-23 months)","Primary completion rate, total (% of relevant age group)","School enrollment, secondary (% gross)","School enrollment, primary and secondary (gross), gender parity index (GPI)","Prevalence of HIV, total (% of population ages 15-49)",Forest area (sq. km),"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",Energy use (kg of oil equivalent per capita),CO2 emissions (metric tons per capita),Electric power consumption (kWh per capita),GDP (current US$) [NY.GDP.MKTP.CD],GDP growth (annual %),"Inflation, GDP deflator (annual %)","Agriculture, forestry, and fishing, value added (% of GDP)","Industry (including construction), value added (% of GDP)",Exports of goods and services (% of GDP),Imports of goods and services (% of GDP),Gross capital formation (% of GDP),"Revenue, excluding grants (% of GDP)",Start-up procedures to register a business (number),Market capitalization of listed domestic companies (% of GDP),Military expenditure (% of GDP),Mobile cellular subscriptions (per 100 people),High-technology exports (% of manufactured exports),Merchandise trade (% of GDP),Net barter terms of trade index (2000 = 100),"External debt stocks, total (DOD, current US$)",Total debt service (% of GNI),Net migration,"Personal remittances, paid (current US$)","Foreign direct investment, net inflows (BoP, current US$)",Net ODA received per capita (current US$),GDP per capita (current US$),"Foreign direct investment, net (BoP, current US$)","Inflation, consumer prices (annual %)",Antiretroviral therapy coverage (% of people living with HIV),"Labor force, female (% of total labor force)","Mortality rate, adult, male (per 1,000 male adults)","Mortality rate, adult, female (per 1,000 female adults)",Number of infant deaths,Number of maternal deaths,Number of neonatal deaths,"Patent applications, nonresidents","Patent applications, residents",People practicing open defecation (% of population)
2016,YR2016,India,IND,1324509589,1.08988008,3287259.063,,2244116649889,1690,8687007292198,6560,,68.897,2.266,16.152,53.5,81.4,41.1,,88,96.2307,75.0918,1.09519,,708603.9844,,,,,2290432075124,8.169526505,3.124227441,16.24980967,26.64216803,19.19475337,20.96413555,30.21201677,13.23066611,14,68.40108924,2.506470751,85.14868348,7.645531085,27.30279613,108.6716946,455510349251,3.400001088,,5622636935,44458571546,2.022552364,1729.268021,-39411278940,4.941026458,,21.89140905,212.282,138.728,803751,37000,602279,31858,13199,28.40824211
2016,YR2016,Indonesia,IDN,261554226,1.219765616,1913580,10.9,890493674187,3400,2938047210878,11230,6.9,71.035,2.362,47.9942,59.4,92.59,26.9,,76,,84.95212,0.9959,0.4,903256.0156,,,,,931877364178,5.033069183,2.438924087,13.47874855,39.30844398,19.08899385,18.33234795,33.8587393,12.47382327,12,45.68924907,0.7906948005,147.4150225,7.943640119,30.08936699,122.5420892,319012700380,7.806679106,,5150593775,4541713739,-0.4237744566,3562.845756,-16135916019,3.525805157,12,38.3672762,203.988,143.435,111040,9000,67489,8538,1101,10.88013345
2016,YR2016,"Iran, Islamic Rep.",IRN,79564016,1.356248244,1745150,,438869007073,5520,1608229808603,20210,6.1,76.047,2.083,39.4222,,,15.5,,99,100.2644,86.86632,1.01883,0.1,106919.8047,,,,,418976679729,13.39624446,1.607189488,9.637366278,33.8601194,22.40402991,20.81043343,33.20167978,,10,26.5891501,2.972793279,101.2018754,1.38421024,27.68244764,123.3585951,5971375953,0.4956779499,,,3372000000,1.460333526,5265.906635,,8.651257774,16,19.11471759,99.748,60.716,20064,250,14476,702,14930,0.5353844349
2016,YR2016,Iraq,IRQ,36610632,2.877254128,435051.9922,,201944282130,5520,647723901004,17690,,70.122,3.864,73.285,,,28.5,,80,,,,,8250,,,,,170219966159,13.57221884,-14.5,3.8,44.6,32.82273072,40.26645715,20.70838339,26.99828709,9,,3.482177444,91.35870695,,52.47504274,104.1116138,,,,349600000,-6255900000,62.49277532,4649.468115,6560200000,0.5565213972,,14.36856726,194.611,127.731,26078,860,17975,,,0.04849352073
2016,YR2016,Ireland,IRL,4755335,1.128834064,70280,,251352547202,52860,275448712002,57920,,81.70487805,1.81,8.1676,,,3.8,,92,,117.0287,1.00691,0.2,7597.000122,,,,,300523297713,3.677815794,-0.2995703169,0.9403969661,36.9652153,120.8153066,105.2260707,37.41433484,25.79018218,3,39.87331017,0.3314690267,103.8191107,32.71650279,70.55992052,112.905433,,,,1541733181,79189928475,,63197.08237,23025126293,0.008306337736,75,45.38124892,,,215,4,154,85,202,0
2016,YR2016,Isle of Man,IMN,83287,0.06365563717,570,,6691107921,80340,,,,,,,,,,,,,,,,34.60000038,,,,,6592627599,7.4,2.259572373,0.6128417819,8.21171531,,,,,,,,,,,,,,,,,,79155.54167,,,,,,,,,,,,
2016,YR2016,Israel,ISR,8546000,1.960348962,22070,,311623228232,36460,317686454500,37170,5.2,82.40731707,3.11,9.9942,,,3.8,,97,103.5788,105.2331,1.01296,0.2,1671.999969,,,,,319377923614,4.007888724,0.9800875016,1.209627202,19.64718634,29.94352954,28.07829023,20.88454411,32.03449099,4,67.0001252,4.630697701,130.3492361,21.816044,40.47869012,113.980611,,,,5004100000,11988000000,,37371.62691,2590400000,-0.5443886097,,47.18561863,70.873,39.638,516,6,344,5119,1300,0
2016,YR2016,Italy,ITA,60627498,-0.1698840733,301340,,1928970262129,31820,2373099099806,39140,,83.24390244,1.34,5.3708,,,3.3,,87,97.74971,101.6624,1.0027,0.3,93507.99805,,,,,1869201702185,1.118900618,1.152504798,1.881728511,21.51925289,29.62370046,26.42020116,17.57932187,38.31819172,7,,1.339605986,141.6939815,8.374087765,46.46502296,126.4582294,,,,9099927546,25656663795,,30830.92266,-10415524415,-0.09401665692,80,42.12283519,,,1375,8,1002,973,8848,0
2016,YR2016,Jamaica,JAM,2906238,0.5249734382,10990,,13245582640,4560,24238489020,8340,,74.175,2.009,54.3564,,,15.4,,95,85.9205,83.77692,1.01468,1.9,3348.200073,,,,,14072135209,1.380658383,4.676368715,6.597095833,19.09315628,31.28847629,44.64144255,21.28862962,28.38634709,2,,0.9591729361,112.4252814,0.4292038706,42.41715924,86.27999201,14097246944,14.25789161,,298112484.9,927976719,9.238747825,4842.045011,-657890736.3,2.349758498,28,45.59100284,163.178,99.104,633,38,524,59,19,0.5222513663
2016,YR2016,Japan,JPN,126994511,-0.1152841771,377970,,4811002750189,37880,5396926080207,42500,,83.98487805,1.44,3.9198,,,2.7,,96,,,,0.1,249564.0039,,,,,4926667087368,0.6090931812,0.2675804294,1.211075505,28.90521103,16.25276313,15.26260741,23.40740362,12.2942112,8,100.5811752,0.939582603,130.5952482,17.33983697,25.42290717,72.32854864,,,,5066869685,40954181469,,38794.33094,137656207444,-0.1166666667,78,43.10936216,68.466,36.943,1945,46,883,58137,260244,0
2016,YR2016,Jordan,JOR,9551467,3.028091537,89320,,37491048242,3930,85133386169,8910,,74.184,2.954,26.3184,,,17.2,,96,72.06589,,,0.1,975,,,,,39252468265,2.003733642,1.349610096,5.246137262,27.70750988,34.65612648,55.39705354,19.37693137,22.39920949,7,62.60485603,4.574632228,102.7648325,3.377919113,68.46193676,71.8990936,27238979771,6.330267432,,570000000,1552957746,286.6973209,4109.574819,-1549718310,-0.778579635,75,17.59769339,126.319,91.336,3230,100,2214,256,22,0.185608376
2016,YR2016,Kazakhstan,KAZ,17794055,1.42204614,2724901.875,2.5,156647523117,8800,408008276019,22930,9.8,72.3,2.73,30.062,,,11,,99,110.2986,113.25,1.01621,0.2,33090,,,,,137278320084,1.1,13.63843362,4.556004271,31.97979036,31.84388864,28.46770794,27.82758289,13.747856,5,29.25532215,0.9588448904,143.2053265,30.66905634,45.24676581,134.5432964,163716714030,16.33643097,,2396148204,17220962548,3.573103489,7714.841844,-13746381891,14.36109424,37,48.51973004,239.568,101.688,3848,41,2157,231,993,0
2016,YR2016,Kenya,KEN,49051686,2.421143197,580370,,66850860615,1360,152276363203,3100,,65.393,3.663,77.293,61.6,,44.4,,96,99.67874,,,5.1,44496.00098,,,,,69188755511,5.878949299,5.550868148,31.07233103,17.89167318,14.31176533,23.33541517,18.25545114,20.61618681,9,,1.323167696,79.47190398,,28.62025752,104.1046895,21693855610,1.648368995,,17907899.03,393359420.9,44.60070955,1410.527571,-235647294,6.297157525,66,48.53409709,258.157,178.751,47383,5100,29940,59,144,10.74373605
2016,YR2016,Kiribati,KIR,112524,1.426716047,810,,358988866.5,3190,484149996,4300,,67.577,3.651,17.1684,,,55.8,,80,100.8696,,,,121.4999962,,,,,178328873,5.129750525,0.1790328295,26.32103315,14.69435737,17.50817048,94.62749283,,92.54781669,7,,,46.21236358,5.950007638,71.77749616,111.5470645,,,,1035283.885,1806963.916,540.6846539,1584.807446,-1686369.592,,,,238.001,154.758,139,3,77,,,29.64489142
2016,YR2016,"Korea, Dem. People’s Rep.",PRK,25307744,0.4908194836,120540,,,,,,,71.711,1.917,0.2882,,,20,,99,,,,,49040,,,,,,,,,,,,,,,,,14.24864759,,,66.39960978,,,,,89275000,4.727801893,,,,,47.67430048,166.455,98.831,5290,320,3755,,,0
2016,YR2016,"Korea, Rep.",KOR,51245707,0.451318044,100339.0039,,1418910401051,27690,1908538437723,37240,,82.27560976,1.172,1.4564,,,3.4,,98,98.01557,100.485,0.99482,,61763.99902,,,,,1414804158515,2.929304795,1.977968551,1.927595923,35.12979767,42.28420147,35.42863077,29.25238734,27.31025019,3,88.67242699,2.607881295,120.2263275,30.52458969,63.72747737,59.61287457,,,,10784300000,12104300000,,27608.24743,17785200000,0.971674764,,41.79994328,83.86,34.344,1186,45,638,45406,163424,0
2016,YR2016,Kosovo,XKX,1816200,0.7960241038,10887,,7051746373,3880,18793325798,10350,9.4,71.64634146,2.06,,,,,,,,,,,,,,,,6714712389,4.056578596,0.4470265508,10.46183753,23.79992092,23.69812688,50.91514143,27.18406616,,3,,0.7736712564,,,,,2124776025,3.223129886,,66754503.01,243787145.2,203.738575,3697.121677,-196726633.3,0.273169431,,,,,,,,,,
2016,YR2016,Kuwait,KWT,3956873,3.113053701,17820,,142071963308,35910,339888752715,85900,,75.224,2.082,8.4444,,,8.3,,99,100.579,,,0.1,62.5,,,,,109420059583,2.926121132,-6.837913391,0.518517174,52.13457245,48.89005863,47.06224021,27.36221783,,12,,5.814236321,193.571063,2.304286936,70.46057212,118.7519937,,,,15287570250,292026510.2,,27653.1644,6110599562,3.198397767,56,30.25839424,71.056,42.887,427,7,282,,,0
2016,YR2016,Kyrgyz Republic,KGZ,6079500,2.037224422,199950,25.4,6742465122,1110,20558444178,3380,10,70.95121951,3.1,35.014,,,21.1,,97,101.7859,93.83472,0.99489,0.2,6290,,,,,6813092066,4.3,6.087021996,12.83447316,26.546424,35.82540888,69.99816514,33.93917929,28.13084677,4,,1.765221057,125.3393872,19.92828493,81.79839559,130.3376377,7950365420,6.887784823,,377876057.5,619220700,84.86882145,1120.666513,-578968800,0.3888382969,33,40.25364183,220.873,98.667,3034,100,2347,5,84,0
2016,YR2016,Lao PDR,LAO,6845846,1.540943466,236800,,14516384762,2120,42409610303,6190,,66.924,2.751,65.8612,,,51.3,,66,99.73227,66.30924,0.9386,0.3,189505.8008,,,,,15805707154,7.023091874,3.02252102,17.23031013,28.75923896,33.20939676,41.88242475,29.00762729,,10,,,57.82353269,33.60953769,60.84511061,96.28481509,13535197788,3.680652824,,39476133.67,935296172.8,58.3507137,2308.802616,-920111853.7,1.59691347,40,49.22842625,213.841,169.602,6697,330,3994,,,22.90727065
2016,YR2016,Latvia,LVA,1959537,-0.9138853322,64490,,28569524901,14580,50503780061,25770,,74.5804878,1.74,15.9946,,99.9,4.5,,93,98.0601,111.2968,0.99312,0.4,33563.99902,,,,,27695474684,2.064381296,0.8673370922,3.205532365,18.81294762,59.97897888,58.82473066,20.72572054,41.27284812,4,,1.469385166,134.240928,17.13849003,95.30798912,127.6216298,,,,415535255.7,243503898.5,,14133.68295,1361887.089,0.1406333345,36,50.15220768,229.587,87.497,81,5,49,18,95,0
2016,YR2016,Lebanon,LBN,6711121,2.69490347,10450,,48624427422,7250,83828417820,12490,,78.8,2.104,14.8948,,,8,,82,,,,0.1,1373.800049,,,,,51239050083,1.6055246,0.9114770346,2.904825226,15.48435299,25.26513111,46.74585628,20.92392505,17.70832228,8,23.73832064,5.165632446,63.70068515,2.82231375,45.46922701,111.926073,70577351371,29.72766488,,4170870500,2568485071,169.6467699,7634.946544,-1563742344,-0.7833596244,48,24.79047036,68.69,49.496,772,33,528,,,0.03012820513
2016,YR2016,Lesotho,LSO,2075001,0.7731008491,30360,,2824094837,1360,7425001292,3580,,52.059,3.197,91.9832,,,87.4,,90,85.62885,58.51934,1.04344,24.3,500,,,,,2323419617,3.178986427,3.418011572,5.868703946,32.96340752,41.66178457,81.98481292,27.91005624,32.22997208,7,,1.833758008,110.0185058,,118.1448232,85.94006692,883222281.9,2.185924371,,,78477881.36,54.1300944,1119.719758,-78477881.36,6.596504907,54,45.74445261,554.546,462.799,3973,320,2062,,,28.3002139
2016,YR2016,Liberia,LBR,4586788,2.529283132,111370,50.9,2834795510,620,5325361709,1160,7.2,62.802,4.461,136.578,31.2,,76.1,,80,,,,1.4,41490,,,,,3277826000,-1.599584075,4.850799608,37.2421843,7.985448282,21.41663407,100.2598063,20.08404351,,5,,0.7002223266,67.95610958,,48.2331887,120.0853801,970198053.3,0.4077960983,,357014804.5,311699760.3,177.7104152,714.6233922,-311699760.3,8.834248683,20,48.81761734,255.026,215.673,8683,1000,3969,,,40.5182854
2016,YR2016,Libya,LBY,6492164,1.1440289,1759540,,29572085888,4560,99936446543,15390,,72.311,2.317,5.8402,,,12.8,,97,,,,0.2,2170,,,,,26221660068,-2.79546889,-2.557563462,,,26.13844503,44.0758184,,,10,,,117.9894772,,69.07648087,110.9197818,,,,755800000,0,27.64717589,4038.970683,439500000,,39,24.93343835,171.096,96.125,1439,96,891,,,0
2016,YR2016,Liechtenstein,LIE,37658,0.5004802269,160,,,,,,,82.25853659,1.61,,,,,,,100.2519,116.0284,0.84751,,69.00000095,,,,,6214633651,,,,41.84914842,,,,,,,,117.6323756,,,,,,,,60669833863,,165028.245,,,,,,,,,,,,0
2016,YR2016,Lithuania,LTU,2868231,-1.270694533,65286.00098,,42456270536,14800,83390104484,29070,,74.67073171,1.69,11.3688,,,4.7,,94,101.89,107.4298,0.96882,,21820,,,,,42973365745,2.353181307,1.395383242,3.077386804,25.78562757,74.10436593,72.82484813,17.71323263,31.7939473,4,,1.479043494,145.513378,12.71769824,121.8033521,121.3834149,,,,583722960.8,962297446.9,,14982.53305,-150402678.2,0.9055215537,,50.56277132,242.472,81.433,116,3,68,58,95,0
2016,YR2016,Luxembourg,LUX,582014,2.155311988,2590,,41438969925,71200,41524878233,71350,,82.68536585,1.41,5.0624,,,2.6,,99,79.07543,103.6652,1.0161,0.3,866.9999695,,,,,58961235412,2.411430786,0.9094195472,0.224067946,11.7582457,223.6164126,189.8989697,19.1783176,41.42294881,5,103.3054446,0.4423073178,131.8915037,7.969843636,63.75205631,88.78872897,,,,11640255093,31878014247,,101305.5277,-22477068424,0.2908333333,72,44.98094298,,,13,0,9,301,143,0
2016,YR2016,"Macao SAR, China",MAC,612836,1.769873208,30.39999962,,39952145638,65190,59302303196,96770,,83.854,1.207,2.546,,,,,,98.21862,98.55654,0.99112,,,,,,,45322259884,-0.8580215162,0.905268447,,6.587996335,76.1963373,34.66811644,21.61741492,30.06655339,,,,321.4517424,,22.46357535,88.13302551,,,,1606556037,1673382571,,73954.95677,-1659636457,2.370161348,,49.078574,60.112,25.239,,,,51,,
2016,YR2016,North Macedonia,MKD,2080745,0.06812380719,25710,21.9,10364833993,4980,29596848191,14220,,75.498,1.506,16.1822,,99.9,12,,82,,,,0.1,9980,,,,,10672471861,2.848441461,3.465015172,9.172740188,23.96304609,50.66384216,65.52173438,32.50968821,26.42665814,6,,0.9446279601,98.54624045,2.081776952,109.5247676,96.36390969,7512963749,8.492028176,,24250401,549371101.6,80.90852075,5129.15896,-349364660.9,-0.2392907877,47,38.74757191,124.657,66.871,243,2,206,,,0.687479402
2016,YR2016,Madagascar,MDG,24894380,2.688183812,587295,,9867311663,400,36003225418,1450,,65.931,4.184,111.6784,,,56.6,,59,67.57843,38.31159,0.99674,0.2,124570,,,,,9958655045,4.179990236,6.227055913,21.43542758,21.3865237,33.63980069,35.91206264,14.85595334,11.49648037,8,,0.5940033217,32.12876245,1.086243832,52.41671668,84.46663996,2975695835,1.287928042,,47656921.85,540842779.8,24.97752505,400.0362751,-451114994.4,6.654801865,5,48.81487938,239.059,188.53,32498,2900,17603,30,6,44.23955669
2016,YR2016,Malawi,MWI,17205289,2.709903551,118480,51.5,5911156145,340,21000772834,1220,6.4,62.681,4.407,134.9854,59.2,89.8,55.7,,81,,39.17525,0.99742,9.7,31290,,,,,5433040160,2.484040626,19.54413214,25.92704341,14.64620157,32.96691831,44.94079647,10.78027979,16.26042392,7,,0.6403534093,41.72202909,19.90877807,59.48787244,120.144234,1849739636,1.400974926,,16513576.25,325632351,72.14467598,315.7773264,-329847987.6,21.71111321,67,48.54454194,341.306,227.953,22957,2200,14376,1,3,6.279051426
2016,YR2016,Malaysia,MYS,30684804,1.357864517,330345,,307641857278,10030,840564720128,27390,,75.649,2.037,13.361,,,8,13.7,93,100.0088,84.70847,1.03882,0.4,222091.9922,,,,,296753497923,4.223410194,1.952743785,8.653636821,38.28581177,67.78858183,61.0358077,25.83410505,17.2556904,9,121.2414702,1.406365715,141.6506114,48.87498375,120.6688388,93.93328169,,,,10105146888,13470089921,-1.688783803,9671.024717,-3372772123,2.090566595,44,38.18134834,156.532,83.97,3529,150,2224,6127,1109,0.283015029
2016,YR2016,Maldives,MDV,475513,4.428363294,300,8.2,3872520661,8140,6149402400,12930,,78.013,1.947,8.4072,,,9.5,,99,106.9581,,,,10,,,,,4414055725,7.28918633,0.1290671756,5.630559229,11.88636849,71.30752162,72.45553951,,,6,,,170.7902219,0.02530737921,53.94132173,102.4579004,1195986067,3.412422178,,376235041.4,456639057.3,56.78078202,9282.723553,-456639057.3,0.5025094136,,24.10582928,77.824,54.917,60,4,39,,,0
2016,YR2016,Mali,MLI,17965429,2.975295283,1240190,,13928144928,780,37271364470,2070,,57.987,6.057,171.0826,,,105.1,,66,51.04618,42.99298,0.83802,1.3,46360,,,,,14010787738,5.799999995,1.359706582,38.36770117,17.17054764,23.45122033,40.33843064,22.78266865,16.05461962,5,,2.583124344,112.5365904,6.523067735,49.08360707,173.5851706,3788900797,0.8817890891,,160270860.9,356234602.7,67.23246074,779.874933,-259284673.8,-1.799647071,27,43.77553924,272.099,253.409,49288,4500,26164,,,7.919009273
2016,YR2016,Malta,MLT,455356,2.288615441,320,,10724905868,23550,16000074530,35140,,82.45365854,1.37,12.9606,,99.8,7,,93,101.8052,95.80822,1.03104,,3.49999994,,,,,11442612409,5.704630128,1.409347581,1.217705246,11.83904933,151.9353663,138.1661241,23.89113477,37.08953879,9,38.74246178,0.5300448393,134.252242,21.98735419,83.53861565,169.7363977,,,,401606431.2,3142689477,,25128.93738,-9530789102,0.6427027715,,38.93063259,65.92,36.104,26,0,20,1,3,0
2016,YR2016,Marshall Islands,MHL,57735,0.5140060286,180,,245502476.4,4250,285170011.3,4940,,,,,,,35,,75,70.85459,64.44054,1.02567,,126.4000034,,,,,194497900,1.910494988,6.206966284,15.92279403,14.11809588,27.54101715,83.91345099,20.52540372,32.53912613,5,,,,,85.86210957,109.2858008,,,,19452182.37,-3055847.449,217.5456829,3368.804018,3055847.449,,,,,,41,,23,,,10.15355499
2016,YR2016,Mauritania,MRT,4163534,2.856110242,1030700,,4831883269,1160,16180049721,3890,,64.208,4.679,72.6426,,,80.7,,72,,32.67719,1.03877,0.2,2210,,,,,4727937032,2,4.09998455,23.99017424,26.26661334,37.1504739,63.3779513,47.66877358,,7,,2.909981822,86.80541261,0.002046524954,69.81903476,131.0961831,4785971063,4.877118265,,,271134845,70.63230419,1135.558646,-271134845,1.471710456,44,31.50717092,224.778,179.444,7655,1100,5005,,,33.24741196
2016,YR2016,Mauritius,MUS,1263473,0.06872313794,2040,,13446066143,10640,28902816685,22880,,74.39487805,1.4,26.2642,,99.8,14.4,,92,101.0687,97.5403,1.03423,1.3,386.3999939,,,,,12232463656,3.837932654,2.147570096,3.187929111,18.57509229,44.25034214,53.73523628,17.90093499,22.8490603,5,61.87058897,0.1878899505,143.755473,0.1079075743,57.47820061,126.9573105,10454200431,13.59178552,,599031731.6,378764432.3,33.51080712,9681.618567,-8085686656,0.9776751347,21,38.80873424,191.798,94.903,166,9,111,36,2,0.1305295023
2016,YR2016,Mexico,MEX,123333376,1.203251329,1964375,43.6,1160411600547,9410,2256695695490,18300,4.9,74.917,2.186,61.486,,,14.1,,96,103.9694,102.4041,1.03638,0.2,659483.9844,,,,,1077827944342,2.921615165,5.3590441,3.349548296,29.50865537,37.10104229,39.07200965,23.76836698,19.80416271,8,32.66207764,0.5592301907,90.59237542,20.773093,71.57570965,87.87410937,422601402283,7.530048853,,653519183,35833921205,6.561889622,8739.142471,-29821240634,2.821707847,60,37.23667759,140.103,78.787,27377,770,17000,16103,1310,1.37852222
2016,YR2016,"Micronesia, Fed. Sts.",FSM,110215,1.204888841,700,,374093552.7,3390,432601542.1,3930,,67.471,3.145,14.8504,,,33,,70,,,,,643.0000305,,,,,329895600,0.7000024364,3.941457965,27.07944574,6.08401567,26.61996704,72.40405753,,27.33872746,7,,,21.24211768,,71.23465727,114.6751029,,,,,,459.3748582,2993.200563,,-1.037468064,,,179.876,147.102,69,2,43,,,
2016,YR2016,Moldova,MDA,3551954,-0.060624297,33850,,8924254165,2510,24105440442,6790,10,71.617,1.259,23.0854,,,16.2,,88,89.78202,85.60781,0.99762,0.6,4136.000061,,,,,8071480541,4.408886743,5.674085229,11.39868091,22.24144388,32.30911536,55.32804417,21.98210418,25.42593095,5,,0.4370118329,93.17465849,3.487664692,75.14110911,77.10092388,6235210252,5.000091956,,141340000,94830000,73.77629327,2272.405707,-81500000,6.35930898,26,49.16534582,241.492,97.662,593,8,515,64,91,0.1341409936
2016,YR2016,Monaco,MCO,38070,0.9289136304,2,,,,,,,,,,,,3.4,,88,,,,,,,,,,6468252212,3.213848834,0.3939062863,,14.34850273,,,,,,,,87.46256895,,,,,,,,,,169904.1821,,,,,,,1,,1,7,7,0
2016,YR2016,Mongolia,MNG,3056359,1.913251831,1564120,29.6,10698197552,3500,34050986843,11140,8,69.321,2.923,30.1106,,,17.7,,98,92.99312,,,0.1,124555.1953,,,,,11186734674,1.168393456,2.228752217,11.68937974,33.88104822,50.2009553,45.41045225,25.7347513,21.13551463,8,,0.8655227166,110.1823278,16.48509302,73.96260161,150.736852,25740084790,14.30842702,,170934427.1,-4156404704,106.554891,3660.150746,4170877673,1.05535328,28,45.39308004,293.693,127.22,1175,35,737,107,112,10.33668793
2016,YR2016,Montenegro,MNE,622303,0.02314253077,13810,,4411156050,7090,11215552546,18020,,76.568,1.73,10.1164,,,3.1,,47,90.39073,90.54211,1.00465,0.1,8270,,,,,4374128319,2.949338685,5.101035833,7.468238931,15.65497753,40.46095657,62.9233334,26.09538892,,8,,1.411279816,165.9184968,5.592888284,60.51491422,,6253312722,28.7568422,,59909326.21,226666592.4,137.7624726,7028.936577,-411492410.7,-0.2713850234,36,44.09093894,129.243,68.487,20,0,15,,10,0.05306261409
2016,YR2016,Morocco,MAR,35126296,1.32597922,446550,,103012571347,2890,276208170402,7740,,75.974,2.489,31.5508,,,24.4,,99,95.04204,,,0.1,56240,,,,,103345296967,1.125977451,1.449832986,11.99298709,25.98605508,35.17535733,45.44510976,32.63756723,25.18575404,5,55.71585796,3.211415198,118.1848162,3.740482715,62.4237405,136.9880898,46375382767,3.741685637,,106698413,2153363905,56.71933073,2897.66344,-1574253170,1.635311143,53,24.57385001,74.672,64.695,14606,500,10495,1066,237,7.362884665
2016,YR2016,Mozambique,MOZ,27829942,2.872120456,786380,,13709633063,490,34257053759,1230,,58.309,4.992,150.7298,,,78.1,,85,,,,12.5,377336.0156,,,,,10896894351,3.763275593,11.91846738,22.61799033,19.76044528,36.78954602,74.36533489,38.11822988,23.69505344,10,,1.031205277,53.99077066,1.671722335,78.31589189,90.85600047,13850814397,5.141846156,,98477390.91,3128149929,54.94549719,391.5528948,-3093429233,,44,52.21145347,355.934,285.138,60257,3200,30910,25,15,29.26082907
2016,YR2016,Myanmar,MMR,53045226,0.6895212334,676590,,63595422231,1200,295225416038,5570,,66.205,2.182,28.7724,52.2,60.2,49.7,18.9,91,87.00088,60.31562,1.01694,0.8,284945.9961,,,,,63256184700,5.862472915,3.615678095,25.46850931,35.03120223,15.00147113,21.96176725,33.17973355,17.84433193,12,,3.740882459,95.3647362,7.534957086,43.53092133,94.55465381,14148528048,1.29497911,,297721233.6,3278096410,28.97263554,1192.495338,-3278096410,6.964739177,54,40.95979625,225.386,163.373,36987,2300,22954,,,9.423993011
2016,YR2016,Namibia,NAM,2358041,1.846297158,824290,,11736981977,4980,25935418137,11000,,62.625,3.496,66.698,,,42.9,,75,,,,12.3,68447.99805,,,,,11286139080,1.123168867,9.380937981,6.109919322,29.09660566,41.08722449,62.15064235,23.77964395,30.62575135,10,20.70627564,3.889110829,112.803281,2.22345822,94.40783889,129.3359158,,,,49880620.52,357008768.2,72.17431758,4786.235303,-364832220.7,6.727795407,77,48.32795803,349.055,256.198,2118,140,1126,14,18,49.07357513
2016,YR2016,Nauru,NRU,13049,4.498486084,20,,139991476.5,10730,228782945.4,17530,,,,,,,33.9,,98,131.0185,82.73561,0.97432,,0,,,,,102055047.9,10.400004,5.695259857,,,48.81804565,101.7353067,,89.69055158,,,,94.51073986,,67.61057036,144.2589912,,,,,0,1738.064219,7820.909491,,,,,,,9,,7,,,2.588885802
2016,YR2016,Nepal,NPL,27261131,0.9068499963,147180,,21061033972,770,73110080062,2680,,69.848,2.027,67.3106,52.6,58,34.8,27,83,116.8022,70.77675,1.05691,0.2,36360,,,,,21185922408,0.5886784988,5.155847561,29.14919832,13.09693283,9.468399397,39.28304493,33.88198646,21.5028646,7,,1.704280317,117.8146017,0.8227532107,45.45943205,85.12063714,4304236740,1.114664974,,20054323.58,105996375.6,39.00608526,777.1475955,-105996375.6,8.79034332,43,55.65787874,171.009,129.519,16251,1100,12249,26,11,24.04712648
2016,YR2016,Netherlands,NLD,17030314,0.5321788796,41540,,798649984174,46900,861382557874,50580,,81.56097561,1.66,3.92,,,4,,94,,132.6917,1.0097,0.2,3766.000061,,,,,783528181705,2.191713725,0.454667283,1.766532032,17.6375087,79.53516476,69.32349997,20.48756453,38.88784576,4,102.8328602,1.163626918,123.0177086,23.94159956,136.7408378,113.9987473,,,,10482171782,241603487440,,46007.85292,10565480655,0.3166666667,82,46.07006686,65.56,51.048,585,10,420,314,2290,0
2016,YR2016,New Caledonia,NCL,276550,1.512006217,18580,,,,,,,76.96150074,2.08,15.4026,,,,,,,,,,8390,,,,,,,,,,,,,,,,,,,,156.0065018,,,,59857716.33,809821138.4,,,-702858374.1,0.5783174355,,45.6220437,102.178,58.788,,,,,,0
